ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Best Position,Best Overall Rating,Release Clause,DefensiveAwareness
220834,Marco Asensio,25,https://cdn.sofifa.com/players/220/834/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,83,86,Real Madrid CF,https://cdn.sofifa.com/teams/243/30.png,48.0,€190K,2032,Left,3.0,3.0,4.0,High/ Medium,Normal (170-185),Yes,"<span class=""pos pos28"">SUB",11.0,"Jul 1, 2015",,2023,182cm,76kg,81.0,77.0,57.0,81.0,79.0,84.0,84.0,76.0,80.0,86.0,83.0,81.0,80.0,78.0,75.0,86.0,58.0,76.0,63.0,83.0,45.0,45.0,80.0,81.0,62.0,82.0,42.0,39.0,13.0,9.0,6.0,12.0,10.0,CAM,85.0,€102M,40.0
197781,Isco,29,https://cdn.sofifa.com/players/197/781/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,82,82,Real Madrid CF,https://cdn.sofifa.com/teams/243/30.png,30.0,€175K,2060,Right,3.0,3.0,4.0,Medium/ Low,Normal (170-185),Yes,"<span class=""pos pos28"">SUB",22.0,"Jul 3, 2013",,2022,176cm,79kg,78.0,76.0,55.0,81.0,67.0,91.0,88.0,76.0,80.0,90.0,70.0,62.0,81.0,75.0,90.0,69.0,60.0,59.0,59.0,78.0,58.0,61.0,77.0,81.0,74.0,83.0,64.0,51.0,10.0,8.0,12.0,15.0,6.0,CAM,82.0,€61.5M,58.0
240130,Éder Militão,23,https://cdn.sofifa.com/players/240/130/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,82,89,Real Madrid CF,https://cdn.sofifa.com/teams/243/30.png,56.5,€130K,2018,Right,2.0,3.0,2.0,Medium/ Medium,Lean (170-185),Yes,"<span class=""pos pos4"">RCB",3.0,"Jul 1, 2019",,2025,186cm,78kg,72.0,48.0,81.0,77.0,34.0,70.0,60.0,40.0,70.0,73.0,81.0,84.0,69.0,83.0,63.0,62.0,86.0,85.0,80.0,42.0,82.0,84.0,64.0,59.0,60.0,74.0,83.0,82.0,11.0,8.0,15.0,12.0,15.0,CB,84.0,€127.1M,83.0
173731,G. Bale,31,https://cdn.sofifa.com/players/173/731/22_60.png,Wales,https://cdn.sofifa.com/flags/gb-wls.png,82,82,Real Madrid CF,https://cdn.sofifa.com/teams/243/30.png,25.0,€170K,2177,Left,4.0,3.0,4.0,Medium/ Medium,Unique,Yes,"<span class=""pos pos28"">SUB",18.0,"Sep 1, 2013",,2022,185cm,82kg,86.0,82.0,84.0,80.0,85.0,80.0,91.0,87.0,79.0,83.0,80.0,83.0,78.0,78.0,64.0,90.0,84.0,61.0,76.0,87.0,64.0,53.0,82.0,79.0,76.0,85.0,53.0,50.0,15.0,15.0,11.0,5.0,6.0,RM,82.0,€51.3M,50.0
208618,Lucas Vázquez,30,https://cdn.sofifa.com/players/208/618/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,81,81,Real Madrid CF,https://cdn.sofifa.com/teams/243/30.png,25.0,€170K,2136,Right,2.0,4.0,4.0,High/ Medium,Normal (170-185),Yes,"<span class=""pos pos28"">SUB",17.0,"Jul 2, 2015",,2024,173cm,70kg,83.0,72.0,58.0,79.0,58.0,81.0,83.0,71.0,76.0,79.0,83.0,82.0,81.0,81.0,81.0,80.0,69.0,91.0,57.0,76.0,72.0,72.0,80.0,79.0,56.0,75.0,69.0,66.0,9.0,16.0,9.0,9.0,7.0,RW,81.0,€51.3M,71.0
200724,Nacho Fernández,31,https://cdn.sofifa.com/players/200/724/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,81,81,Real Madrid CF,https://cdn.sofifa.com/teams/243/30.png,17.5,€140K,1878,Right,2.0,4.0,2.0,Low/ High,Normal (170-185),Yes,"<span class=""pos pos6"">LCB",6.0,"Aug 1, 2010",,2023,180cm,76kg,70.0,32.0,79.0,78.0,38.0,64.0,55.0,37.0,61.0,76.0,71.0,84.0,65.0,78.0,74.0,54.0,83.0,81.0,79.0,28.0,79.0,82.0,37.0,53.0,45.0,75.0,83.0,81.0,12.0,7.0,10.0,15.0,7.0,CB,81.0,€35.9M,80.0
176676,Marcelo,33,https://cdn.sofifa.com/players/176/676/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,80,80,Real Madrid CF,https://cdn.sofifa.com/teams/243/30.png,11.0,€135K,2157,Left,4.0,4.0,5.0,High/ Low,Unique,Yes,"<span class=""pos pos28"">SUB",12.0,"Jan 1, 2007",,2022,174cm,75kg,84.0,71.0,72.0,80.0,63.0,89.0,84.0,67.0,77.0,91.0,74.0,73.0,80.0,77.0,78.0,81.0,74.0,67.0,70.0,70.0,77.0,79.0,80.0,78.0,59.0,79.0,77.0,78.0,12.0,5.0,5.0,5.0,9.0,CAM,81.0,€22.6M,71.0
238794,Vinícius Jr.,20,https://cdn.sofifa.com/players/238/794/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,80,90,Real Madrid CF,https://cdn.sofifa.com/teams/243/30.png,46.5,€120K,1919,Right,2.0,4.0,5.0,High/ Medium,Lean (170-185),Yes,"<span class=""pos pos27"">LW",20.0,"Jul 12, 2018",,2025,176cm,73kg,71.0,69.0,50.0,72.0,70.0,89.0,77.0,62.0,67.0,85.0,95.0,95.0,94.0,75.0,81.0,73.0,75.0,80.0,62.0,68.0,58.0,26.0,76.0,73.0,65.0,75.0,25.0,18.0,5.0,7.0,7.0,7.0,10.0,RM,82.0,€104.6M,32.0
232432,L. Jović,23,https://cdn.sofifa.com/players/232/432/22_60.png,Serbia,https://cdn.sofifa.com/flags/rs.png,79,84,Real Madrid CF,https://cdn.sofifa.com/teams/243/30.png,27.0,€130K,1912,Right,1.0,5.0,3.0,Medium/ Medium,Stocky (170-185),Yes,"<span class=""pos pos28"">SUB",16.0,"Jul 1, 2019",,2024,182cm,85kg,67.0,82.0,79.0,72.0,83.0,78.0,77.0,46.0,61.0,80.0,74.0,76.0,76.0,80.0,77.0,82.0,76.0,75.0,78.0,75.0,62.0,23.0,81.0,70.0,66.0,78.0,26.0,16.0,8.0,7.0,12.0,9.0,13.0,ST,81.0,€57.4M,25.0
243812,Rodrygo,20,https://cdn.sofifa.com/players/243/812/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,79,88,Real Madrid CF,https://cdn.sofifa.com/teams/243/30.png,38.5,€115K,1928,Right,1.0,4.0,4.0,Medium/ Medium,Lean (170-185),Yes,"<span class=""pos pos23"">RW",21.0,"Jul 1, 2019",,2025,174cm,64kg,71.0,80.0,62.0,74.0,67.0,84.0,80.0,73.0,60.0,80.0,88.0,86.0,87.0,76.0,85.0,71.0,73.0,81.0,42.0,71.0,54.0,21.0,82.0,71.0,74.0,82.0,36.0,32.0,9.0,8.0,12.0,8.0,5.0,CAM,80.0,€86.6M,25.0
248243,E. Camavinga,18,https://cdn.sofifa.com/players/248/243/22_60.png,France,https://cdn.sofifa.com/flags/fr.png,78,89,Real Madrid CF,https://cdn.sofifa.com/teams/243/30.png,29.5,€44K,2089,Left,3.0,3.0,4.0,High/ High,Lean (170-185),Yes,"<span class=""pos pos28"">SUB",25.0,"Sep 1, 2021",,2027,182cm,68kg,70.0,62.0,64.0,81.0,59.0,80.0,72.0,59.0,77.0,81.0,73.0,71.0,80.0,78.0,76.0,72.0,70.0,80.0,76.0,64.0,77.0,76.0,73.0,77.0,62.0,81.0,78.0,76.0,12.0,6.0,8.0,12.0,12.0,CM,81.0,€66.4M,75.0
222509,Dani Ceballos,24,https://cdn.sofifa.com/players/222/509/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,77,80,Real Madrid CF,https://cdn.sofifa.com/teams/243/30.png,14.5,€100K,2013,Right,2.0,3.0,4.0,Medium/ Medium,Lean (170-185),Yes,"<span class=""pos pos28"">SUB",19.0,"Jul 14, 2017",,2023,179cm,68kg,74.0,65.0,41.0,80.0,62.0,83.0,77.0,67.0,77.0,83.0,66.0,55.0,79.0,75.0,77.0,76.0,51.0,75.0,61.0,72.0,75.0,71.0,72.0,76.0,55.0,80.0,70.0,69.0,12.0,15.0,16.0,7.0,13.0,CM,79.0,€30.8M,66.0
225161,Vallejo,24,https://cdn.sofifa.com/players/225/161/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,75,79,Real Madrid CF,https://cdn.sofifa.com/teams/243/30.png,7.0,€82K,1718,Right,1.0,3.0,2.0,Low/ High,Lean (170-185),Yes,"<span class=""pos pos29"">RES",5.0,"Jul 31, 2015",,2024,184cm,79kg,41.0,44.0,74.0,71.0,36.0,57.0,29.0,31.0,72.0,69.0,66.0,70.0,68.0,77.0,66.0,49.0,77.0,48.0,72.0,31.0,81.0,77.0,34.0,49.0,45.0,75.0,75.0,74.0,10.0,13.0,15.0,13.0,6.0,CB,77.0,€14.9M,78.0
221639,Mariano,27,https://cdn.sofifa.com/players/221/639/22_60.png,Dominican Republic,https://cdn.sofifa.com/flags/do.png,75,75,Real Madrid CF,https://cdn.sofifa.com/teams/243/30.png,6.0,€115K,1970,Right,1.0,4.0,3.0,Medium/ Medium,Normal (170-185),No,"<span class=""pos pos29"">RES",24.0,"Aug 29, 2018",,2023,180cm,76kg,50.0,75.0,79.0,66.0,69.0,71.0,75.0,75.0,51.0,70.0,75.0,76.0,79.0,72.0,70.0,84.0,91.0,75.0,77.0,81.0,83.0,45.0,74.0,63.0,74.0,68.0,40.0,34.0,12.0,14.0,6.0,8.0,15.0,ST,75.0,€12.3M,41.0
209749,20 Lucas Silva,26,https://cdn.sofifa.com/players/209/749/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,74,77,Real Madrid CF,https://cdn.sofifa.com/teams/243/30.png,6.5,€88K,1919,Right,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),No,"<span class=""pos pos29"">RES",29.0,"Jan 26, 2015",,2020,182cm,80kg,61.0,52.0,64.0,74.0,50.0,71.0,56.0,51.0,72.0,75.0,56.0,61.0,64.0,73.0,62.0,76.0,71.0,75.0,74.0,73.0,72.0,71.0,65.0,71.0,64.0,72.0,74.0,72.0,11.0,7.0,10.0,14.0,7.0,CDM,73.0,€13.8M,70.0
243952,A. Lunin,22,https://cdn.sofifa.com/players/243/952/22_60.png,Ukraine,https://cdn.sofifa.com/flags/ua.png,74,85,Real Madrid CF,https://cdn.sofifa.com/teams/243/30.png,8.0,€59K,1114,Right,1.0,3.0,1.0,Medium/ Medium,Lean (185+),No,"<span class=""pos pos28"">SUB",13.0,"Jul 2, 2018",,2024,192cm,87kg,15.0,8.0,12.0,25.0,12.0,11.0,14.0,15.0,26.0,15.0,39.0,35.0,36.0,74.0,25.0,55.0,56.0,32.0,61.0,7.0,22.0,19.0,11.0,60.0,19.0,56.0,13.0,11.0,71.0,70.0,73.0,74.0,76.0,GK,74.0,€18M,22.0
235024,S. Díaz,22,https://cdn.sofifa.com/players/235/024/22_60.png,Paraguay,https://cdn.sofifa.com/flags/py.png,69,78,Real Madrid CF,https://cdn.sofifa.com/teams/243/30.png,3.1,€44K,1761,Right,1.0,4.0,3.0,High/ Medium,Normal (170-),No,"<span class=""pos pos29"">RES",36.0,"Jul 1, 2016",,2022,170cm,68kg,52.0,69.0,53.0,66.0,64.0,75.0,70.0,70.0,58.0,76.0,75.0,74.0,83.0,68.0,81.0,67.0,49.0,66.0,69.0,68.0,33.0,22.0,70.0,55.0,60.0,65.0,32.0,33.0,13.0,6.0,10.0,11.0,14.0,CAM,71.0,€7M,49.0
258922,Marvin,21,https://cdn.sofifa.com/players/258/922/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,67,79,Real Madrid CF,https://cdn.sofifa.com/teams/243/30.png,2.5,€30K,1513,Right,1.0,4.0,4.0,High/ Low,Normal (170-185),No,"<span class=""pos pos29"">RES",28.0,"Jul 1, 2019",,2022,178cm,63kg,68.0,66.0,42.0,61.0,40.0,70.0,44.0,42.0,46.0,69.0,79.0,83.0,70.0,52.0,69.0,56.0,51.0,50.0,53.0,57.0,30.0,14.0,62.0,66.0,59.0,59.0,21.0,22.0,13.0,6.0,13.0,12.0,15.0,RW,67.0,€5.6M,12.0
261865,Miguel,19,https://cdn.sofifa.com/players/261/865/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,66,81,Real Madrid CF,https://cdn.sofifa.com/teams/243/30.png,1.9,€15K,1539,Left,1.0,3.0,3.0,High/ Medium,Lean (170-185),No,"<span class=""pos pos29"">RES",35.0,"Jul 1, 2019",,2024,180cm,73kg,59.0,43.0,59.0,58.0,31.0,55.0,35.0,38.0,35.0,60.0,72.0,70.0,66.0,66.0,68.0,48.0,57.0,66.0,58.0,24.0,46.0,64.0,48.0,30.0,40.0,48.0,67.0,66.0,14.0,10.0,8.0,6.0,10.0,LB,66.0,€5.1M,62.0
258923,Arribas,19,https://cdn.sofifa.com/players/258/923/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,65,81,Real Madrid CF,https://cdn.sofifa.com/teams/243/30.png,1.8,€16K,1503,Left,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),No,"<span class=""pos pos29"">RES",30.0,"Sep 20, 2020",,2022,173cm,66kg,37.0,60.0,36.0,66.0,37.0,74.0,49.0,35.0,64.0,72.0,69.0,67.0,68.0,65.0,68.0,47.0,58.0,55.0,51.0,52.0,44.0,21.0,54.0,58.0,40.0,63.0,36.0,41.0,9.0,7.0,5.0,11.0,14.0,CAM,67.0,€4.8M,33.0
258185,Luis Carbonell,18,https://cdn.sofifa.com/players/258/185/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,63,81,Real Madrid CF,https://cdn.sofifa.com/teams/243/30.png,1.2,€1K,1539,Right,1.0,3.0,3.0,Medium/ Medium,Normal (170-),No,"<span class=""pos pos29"">RES",29.0,,"<a href=""/team/244/real-zaragoza/"">Real Zaragoza</a>","Jun 30, 2022",169cm,67kg,40.0,66.0,56.0,57.0,60.0,73.0,61.0,45.0,44.0,68.0,75.0,74.0,61.0,62.0,80.0,69.0,58.0,53.0,40.0,57.0,35.0,17.0,59.0,55.0,72.0,52.0,13.0,12.0,15.0,13.0,10.0,11.0,12.0,ST,65.0,,16.0
264170,Luis López,20,https://cdn.sofifa.com/players/264/170/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,63,76,Real Madrid CF,https://cdn.sofifa.com/teams/243/30.png,1.0,€11K,888,Right,1.0,3.0,1.0,Medium/ Medium,Normal (185+),No,"<span class=""pos pos29"">RES",32.0,"Aug 27, 2020",,2022,190cm,76kg,11.0,7.0,11.0,15.0,7.0,10.0,13.0,12.0,15.0,15.0,31.0,29.0,33.0,60.0,21.0,44.0,55.0,18.0,49.0,8.0,23.0,12.0,4.0,35.0,13.0,30.0,13.0,10.0,66.0,62.0,58.0,58.0,63.0,GK,63.0,€2.7M,7.0
259419,T. Nakai,17,https://cdn.sofifa.com/players/259/419/22_60.png,Japan,https://cdn.sofifa.com/flags/jp.png,61,83,Real Madrid CF,https://cdn.sofifa.com/teams/243/30.png,1.0,€2K,1462,Right,1.0,4.0,4.0,Medium/ Medium,Lean (170-185),No,"<span class=""pos pos29"">RES",31.0,"Jul 1, 2020",,2022,178cm,68kg,42.0,50.0,43.0,66.0,48.0,65.0,50.0,52.0,64.0,67.0,53.0,62.0,53.0,53.0,66.0,53.0,57.0,46.0,50.0,48.0,37.0,22.0,50.0,70.0,48.0,61.0,32.0,38.0,9.0,10.0,10.0,6.0,11.0,CAM,63.0,€3.1M,31.0
