ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Best Position,Best Overall Rating,Release Clause,DefensiveAwareness
188377,K. Walker,31,https://cdn.sofifa.com/players/188/377/22_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,85,85,Manchester City,https://cdn.sofifa.com/teams/10/30.png,39.0,€170K,2194,Right,3.0,2.0,3.0,High/ High,Unique,Yes,"<span class=""pos pos3"">RB",2.0,"Jul 14, 2017",,2024,183cm,83kg,77.0,51.0,74.0,79.0,57.0,79.0,76.0,71.0,77.0,81.0,89.0,94.0,66.0,85.0,69.0,86.0,83.0,86.0,80.0,69.0,84.0,80.0,68.0,69.0,63.0,75.0,84.0,83.0,12.0,6.0,16.0,15.0,8.0,CB,85.0,€72.2M,77.0
237692,P. Foden,21,https://cdn.sofifa.com/players/237/692/22_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,84,92,Manchester City,https://cdn.sofifa.com/teams/10/30.png,94.5,€125K,2060,Left,3.0,3.0,4.0,High/ Medium,Normal (170-185),Yes,"<span class=""pos pos28"">SUB",47.0,"Jul 1, 2016",,2024,171cm,69kg,75.0,79.0,47.0,84.0,59.0,86.0,73.0,59.0,78.0,88.0,86.0,82.0,90.0,83.0,91.0,82.0,49.0,79.0,44.0,77.0,64.0,59.0,82.0,84.0,64.0,82.0,59.0,47.0,8.0,15.0,6.0,10.0,13.0,CAM,87.0,€193.7M,58.0
206517,J. Grealish,25,https://cdn.sofifa.com/players/206/517/22_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,84,85,Manchester City,https://cdn.sofifa.com/teams/10/30.png,50.5,€180K,2022,Right,3.0,3.0,4.0,High/ Medium,Unique,Yes,"<span class=""pos pos27"">LW",10.0,"Aug 5, 2021",,2027,180cm,81kg,81.0,77.0,36.0,85.0,72.0,89.0,78.0,74.0,82.0,88.0,81.0,79.0,85.0,79.0,84.0,76.0,36.0,80.0,61.0,80.0,60.0,44.0,81.0,85.0,58.0,88.0,49.0,43.0,11.0,6.0,11.0,10.0,13.0,CAM,85.0,€97.2M,48.0
135507,Fernandinho,36,https://cdn.sofifa.com/players/135/507/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,83,83,Manchester City,https://cdn.sofifa.com/teams/10/30.png,7.0,€100K,2138,Right,3.0,4.0,3.0,Medium/ High,Lean (170-185),Yes,"<span class=""pos pos28"">SUB",25.0,"Jul 1, 2013",,2022,179cm,67kg,68.0,66.0,71.0,83.0,70.0,76.0,68.0,71.0,81.0,81.0,67.0,52.0,69.0,86.0,77.0,83.0,84.0,66.0,75.0,76.0,86.0,85.0,70.0,66.0,61.0,81.0,85.0,80.0,12.0,11.0,5.0,13.0,7.0,CDM,83.0,€13M,87.0
230666,Gabriel Jesus,24,https://cdn.sofifa.com/players/230/666/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,83,87,Manchester City,https://cdn.sofifa.com/teams/10/30.png,52.5,€150K,2062,Right,2.0,3.0,4.0,High/ Medium,Unique,Yes,"<span class=""pos pos28"">SUB",9.0,"Aug 3, 2016",,2023,175cm,73kg,66.0,84.0,77.0,77.0,77.0,86.0,76.0,54.0,66.0,86.0,87.0,82.0,91.0,86.0,87.0,82.0,79.0,79.0,69.0,76.0,73.0,32.0,87.0,77.0,75.0,79.0,30.0,28.0,13.0,8.0,6.0,6.0,15.0,ST,85.0,€101.1M,45.0
203574,J. Stones,27,https://cdn.sofifa.com/players/203/574/22_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,83,86,Manchester City,https://cdn.sofifa.com/teams/10/30.png,41.0,€140K,1959,Right,2.0,4.0,3.0,High/ Medium,Lean (185+),Yes,"<span class=""pos pos28"">SUB",5.0,"Aug 9, 2016",,2026,188cm,76kg,62.0,52.0,84.0,83.0,44.0,72.0,52.0,37.0,75.0,83.0,67.0,73.0,61.0,82.0,59.0,55.0,83.0,77.0,78.0,44.0,80.0,83.0,52.0,67.0,52.0,80.0,85.0,82.0,7.0,15.0,11.0,10.0,8.0,CB,85.0,€78.9M,84.0
241461,Ferran Torres,21,https://cdn.sofifa.com/players/241/461/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,82,90,Manchester City,https://cdn.sofifa.com/teams/10/30.png,68.5,€120K,1995,Right,1.0,4.0,4.0,High/ Medium,Lean (170-185),Yes,"<span class=""pos pos25"">ST",21.0,"Aug 4, 2020",,2025,184cm,77kg,77.0,81.0,73.0,80.0,74.0,84.0,71.0,60.0,78.0,81.0,87.0,78.0,82.0,81.0,76.0,79.0,75.0,73.0,70.0,76.0,45.0,34.0,84.0,84.0,66.0,82.0,24.0,28.0,12.0,9.0,11.0,15.0,12.0,CAM,84.0,€140.4M,35.0
227813,O. Zinchenko,24,https://cdn.sofifa.com/players/227/813/22_60.png,Ukraine,https://cdn.sofifa.com/flags/ua.png,80,85,Manchester City,https://cdn.sofifa.com/teams/10/30.png,29.5,€95K,2146,Left,2.0,3.0,3.0,High/ Medium,Lean (170-185),Yes,"<span class=""pos pos28"">SUB",11.0,"Jul 4, 2016",,2024,175cm,64kg,82.0,58.0,70.0,82.0,61.0,80.0,81.0,76.0,78.0,82.0,75.0,71.0,78.0,78.0,78.0,77.0,72.0,76.0,63.0,71.0,74.0,77.0,75.0,78.0,59.0,80.0,79.0,76.0,15.0,11.0,13.0,11.0,11.0,LB,80.0,€56.8M,78.0
204884,B. Mendy,26,https://cdn.sofifa.com/players/204/884/22_60.png,France,https://cdn.sofifa.com/flags/fr.png,79,80,Manchester City,https://cdn.sofifa.com/teams/10/30.png,19.0,€105K,2003,Left,2.0,3.0,3.0,High/ Medium,Stocky (185+),Yes,"<span class=""pos pos29"">RES",22.0,"Jul 24, 2017",,2022,185cm,85kg,83.0,39.0,65.0,79.0,38.0,77.0,80.0,44.0,69.0,80.0,71.0,76.0,68.0,77.0,64.0,79.0,71.0,71.0,79.0,65.0,75.0,76.0,73.0,76.0,50.0,74.0,78.0,79.0,7.0,7.0,9.0,15.0,9.0,LB,79.0,€36.6M,74.0
208920,N. Aké,26,https://cdn.sofifa.com/players/208/920/22_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,78,81,Manchester City,https://cdn.sofifa.com/teams/10/30.png,16.5,€95K,1992,Left,3.0,3.0,2.0,Medium/ High,Normal (170-185),Yes,"<span class=""pos pos28"">SUB",6.0,"Aug 5, 2020",,2025,180cm,75kg,63.0,48.0,76.0,77.0,52.0,67.0,62.0,59.0,73.0,74.0,80.0,73.0,72.0,76.0,68.0,63.0,89.0,74.0,76.0,56.0,72.0,81.0,51.0,66.0,53.0,76.0,81.0,80.0,10.0,7.0,7.0,16.0,10.0,CB,81.0,€31.8M,80.0
234777,Z. Steffen,26,https://cdn.sofifa.com/players/234/777/22_60.png,United States,https://cdn.sofifa.com/flags/us.png,77,82,Manchester City,https://cdn.sofifa.com/teams/10/30.png,12.0,€73K,1321,Right,1.0,3.0,1.0,Medium/ Medium,Stocky (185+),Yes,"<span class=""pos pos28"">SUB",13.0,"Jul 1, 2019",,2022,191cm,86kg,14.0,9.0,13.0,52.0,8.0,15.0,13.0,11.0,52.0,31.0,54.0,52.0,58.0,72.0,49.0,56.0,71.0,39.0,69.0,12.0,31.0,19.0,9.0,58.0,37.0,56.0,12.0,12.0,78.0,73.0,74.0,72.0,83.0,GK,77.0,€23.1M,13.0
262053,Kayky,18,https://cdn.sofifa.com/players/262/053/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,66,87,Manchester City,https://cdn.sofifa.com/teams/10/30.png,2.7,€12K,1567,Left,1.0,3.0,3.0,Medium/ Low,Lean (170-185),No,"<span class=""pos pos29"">RES",82.0,"Aug 26, 2021",,2025,173cm,67kg,57.0,64.0,38.0,60.0,50.0,73.0,45.0,39.0,55.0,71.0,83.0,82.0,84.0,49.0,76.0,62.0,46.0,60.0,43.0,40.0,31.0,22.0,61.0,63.0,64.0,58.0,30.0,31.0,14.0,14.0,13.0,14.0,9.0,LM,68.0,€7.7M,24.0
259679,J. Braaf,18,https://cdn.sofifa.com/players/259/679/22_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,64,84,Manchester City,https://cdn.sofifa.com/teams/10/30.png,1.6,€9K,1736,Right,1.0,4.0,4.0,High/ Medium,Normal (170-185),No,"<span class=""pos pos29"">RES",51.0,"Aug 31, 2018",,2023,179cm,68kg,59.0,58.0,50.0,58.0,56.0,63.0,60.0,58.0,51.0,63.0,82.0,84.0,82.0,63.0,86.0,69.0,65.0,69.0,63.0,58.0,59.0,40.0,61.0,56.0,53.0,59.0,37.0,32.0,8.0,11.0,13.0,14.0,12.0,RM,65.0,€4.6M,43.0
233051,L. Bolton,21,https://cdn.sofifa.com/players/233/051/22_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,64,71,Manchester City,https://cdn.sofifa.com/teams/10/30.png,1.1,€14K,1730,Right,1.0,3.0,3.0,High/ Medium,Normal (170-185),Yes,"<span class=""pos pos29"">RES",74.0,"Oct 7, 2016",,2022,176cm,72kg,65.0,52.0,52.0,63.0,32.0,64.0,61.0,39.0,52.0,63.0,82.0,80.0,75.0,56.0,72.0,56.0,84.0,60.0,61.0,46.0,65.0,59.0,58.0,58.0,56.0,52.0,63.0,53.0,12.0,6.0,9.0,11.0,6.0,RM,65.0,€2.3M,59.0
257534,C. Palmer,19,https://cdn.sofifa.com/players/257/534/22_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,64,84,Manchester City,https://cdn.sofifa.com/teams/10/30.png,1.6,€14K,1672,Left,1.0,3.0,4.0,Medium/ Medium,Lean (185+),Yes,"<span class=""pos pos28"">SUB",80.0,"Jul 1, 2018",,2026,189cm,74kg,58.0,58.0,41.0,62.0,51.0,68.0,62.0,55.0,60.0,67.0,76.0,78.0,75.0,56.0,71.0,65.0,56.0,55.0,54.0,55.0,50.0,40.0,57.0,60.0,50.0,63.0,47.0,46.0,7.0,6.0,10.0,14.0,14.0,CAM,65.0,€4.6M,48.0
259031,L. Delap,18,https://cdn.sofifa.com/players/259/031/22_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,64,85,Manchester City,https://cdn.sofifa.com/teams/10/30.png,1.9,€9K,1558,Right,1.0,4.0,2.0,High/ Medium,Normal (185+),Yes,"<span class=""pos pos28"">SUB",48.0,"Jul 1, 2020",,2026,186cm,72kg,42.0,67.0,66.0,50.0,62.0,60.0,55.0,37.0,43.0,62.0,74.0,78.0,72.0,56.0,62.0,69.0,60.0,60.0,70.0,57.0,64.0,17.0,60.0,52.0,60.0,53.0,21.0,15.0,8.0,9.0,10.0,11.0,10.0,ST,66.0,€5.4M,19.0
263620,R. Lavia,17,https://cdn.sofifa.com/players/263/620/22_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,62,85,Manchester City,https://cdn.sofifa.com/teams/10/30.png,1.2,€700,1565,Right,1.0,3.0,2.0,Medium/ High,Normal (170-185),No,"<span class=""pos pos29"">RES",90.0,"Jan 1, 2021",,2023,181cm,75kg,40.0,36.0,58.0,60.0,36.0,55.0,45.0,50.0,59.0,66.0,56.0,60.0,55.0,63.0,63.0,55.0,59.0,54.0,58.0,36.0,66.0,58.0,40.0,49.0,51.0,44.0,66.0,68.0,7.0,7.0,5.0,11.0,13.0,CB,64.0,€3.4M,60.0
263953,S. Edozie,18,https://cdn.sofifa.com/players/263/953/22_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,62,82,Manchester City,https://cdn.sofifa.com/teams/10/30.png,1.1,€7K,1491,Right,1.0,2.0,3.0,Medium/ Medium,Lean (170-),No,"<span class=""pos pos28"">SUB",53.0,"Aug 7, 2021",,2023,167cm,71kg,61.0,55.0,37.0,56.0,47.0,67.0,52.0,42.0,50.0,65.0,84.0,67.0,63.0,51.0,68.0,59.0,48.0,48.0,50.0,50.0,38.0,23.0,56.0,55.0,60.0,57.0,31.0,36.0,13.0,11.0,10.0,7.0,9.0,RM,63.0,€3.1M,22.0
261621,L. Mbete,17,https://cdn.sofifa.com/players/261/621/22_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,62,82,Manchester City,https://cdn.sofifa.com/teams/10/30.png,1.0,€700,1490,Left,1.0,3.0,2.0,Medium/ High,Normal (185+),No,"<span class=""pos pos29"">RES",79.0,"Jul 1, 2020",,2022,185cm,78kg,36.0,27.0,61.0,60.0,29.0,56.0,39.0,28.0,55.0,59.0,62.0,67.0,58.0,58.0,56.0,49.0,68.0,67.0,66.0,24.0,66.0,59.0,30.0,38.0,43.0,57.0,64.0,58.0,6.0,14.0,10.0,9.0,7.0,CB,64.0,€2.9M,61.0
